Forma Juridica,CP,Polígono Industrial,Grupo de actividad,Subgrupo de actividad,Área de actividad
,28802,Jumapi,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Peña,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28804,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Cuadernillos,IPF: Productos con destino al mercado final,Fabricación de vehículos de motor. remolques y semiremolques,Industria
Sociedad Limitada,28802,Jumapi,CON: Construcción,Construcción,Construcción
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28803,Las Matillas,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28806,Mapfre,CON: Construcción,Construcción,Construcción
Sociedad Limitada,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Los Almendros,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28805,Herle,IPI: Procesos sobre piezas,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de muebles,Industria
Sociedad Limitada,28805,Alcalá II,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28805,Alcalá II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Alcalá II,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28805,Alcalá I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Parque Tecnológico Tecno Alcalá,SMA: Energía y Medioambiente,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Limitada,28806,Bañuelos,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Herle,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,Parque Tecnológico Tecno Alcalá,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades sanitarias y de servicios sociales,Educación. Asistencia Social. Sanidad y Ocio
,28803,Las Matillas,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Resto del municipio,CON: Construcción,Construcción,Construcción
,28806,Resto del municipio,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28805,Europa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades sanitarias y de servicios sociales,Educación. Asistencia Social. Sanidad y Ocio
,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa II,SC: Servicios al consumidor final,Actividades de alquiler,Servicios
Sociedad Limitada,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Anónima,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Mapfre,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Reparación e instalación de maquinaria y equipo,Servicios
Sociedad Limitada,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,El Val,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28806,Azque,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
Sociedad Limitada,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Pesados,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28805,Alcalá I,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Alcalá I,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Alcalá I,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,El Pilar,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Esgaravita,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Fagober,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Limitada,28806,Inbisa I,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Inbisa I,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá I,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Resto del municipio,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Fagober,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Arrendataria,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Antigua Carretera de Ajalvir,SC: Servicios al consumidor final,Otros servicios al consumidor,Servicios
,28806,Camporroso,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Anónima,28803,Las Matillas,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Bañuelos,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Anónima,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Carretera de Daganzo,SC: Servicios al consumidor final,Otros servicios al consumidor,Servicios
,28803,Centro Empresarial Puerta de Alcalá,CON: Construcción,Construcción,Construcción
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Camporroso,CON: Construcción,Construcción,Construcción
,28806,Navalsa,Local o solar vacío,Local vacío,Locales vacíos
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,SC: Servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28805,El Val,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Mapfre,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28806,Arrendataria,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
Sociedad Anónima,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Autónomo,28803,La Estela II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Autónomo,28803,La Estela II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28803,La Estela II,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Autónomo,28803,La Estela II,Local o solar vacío,Local vacío,Locales vacíos
Autónomo,28803,La Estela II,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28803,La Estela II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Autónomo,28803,La Estela II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,La Estela II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Nilo,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
Autónomo,28806,Camino del Cementerio,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
Sociedad Limitada,28806,Camino del Cementerio,CON: Construcción,Construcción,Construcción
Autónomo,28806,Camino del Cementerio,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Autónomo,28802,Jumapi,CON: Construcción,Construcción,Construcción
,28802,Jumapi,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28802,Jumapi,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Anónima,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Autónomo,28802,Jumapi,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Carretera de Daganzo,IPI: Procesos sobre piezas,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Limitada,28806,Santa Rosa,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Limitada,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Pilar,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Jumapi,IPI: Procesos sobre piezas,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Anónima,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Fagober,IPF: Productos con destino al mercado final,Industria química,Industria
Sociedad Limitada,28802,Camarilla,CON: Construcción,Construcción,Construcción
Sociedad Limitada,28802,Camarilla,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Camarilla,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Anónima Limitada Laboral,28802,Camarilla,SC: Servicios al consumidor final,Otros servicios,Servicios
,28802,Camarilla,CON: Construcción,Actividades de construcción especializada,Construcción
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Camarilla,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Anónima,28802,Fagober,IPF: Productos con destino al mercado final,Industria de la alimentación,Industria
,28802,Fagober,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Fagober,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Los Almendros,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Reparación e instalación de maquinaria y equipo,Servicios
,28806,Camino del Cementerio,Local o solar vacío,Local vacío,Locales vacíos
,28805,Parque Tecnológico Tecno Alcalá,OTROS,Actividades asociativas,Otros
,28805,Parque Tecnológico Tecno Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Parque Tecnológico Tecno Alcalá,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
Sociedad Limitada,28805,Parque Tecnológico Tecno Alcalá,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
,28805,La Garena,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28805,Parque Tecnológico Tecno Alcalá,EASO: Educación. Asistencia Social. Sanidad y Ocio,Educación,Educación. Asistencia Social. Sanidad y Ocio
Sociedad Limitada,28805,Parque Tecnológico Tecno Alcalá,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
Sociedad Limitada,28805,Parque Tecnológico Tecno Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camino del Cementerio,Local o solar vacío,Local vacío,Locales vacíos
,28806,Carretera N II,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Encín,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Parque Tecnológico Tecno Alcalá,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,La Dehesa,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Cuadernillos,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Cuadernillos,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Cuadernillos,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Cuadernillos,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá I,OTROS,Actividades asociativas,Otros
,28805,Alcalá I,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28805,Fidalgo y Bazán,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Actividades financieras y de seguros,Servicios
Sociedad Anónima,28805,Huerta de San Antonio,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Huerta de San Antonio,CON: Construcción,Actividades de construcción especializada,Construcción
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Alcalá I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Alcalá I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá I,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,La Esgaravita,Local o solar vacío,Local vacío,Locales vacíos
,28806,El Nilo,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28806,El Nilo,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Nilo,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28802,Jumapi,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Alcalá II,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Santa Rosa,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,Santa Rosa,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Limitada,28805,Europa,CON: Construcción,Construcción,Construcción
,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Reparación e instalación de maquinaria y equipo,Servicios
,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Santa Rosa,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
,28806,Santa Rosa,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Santa Rosa,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
Sociedad Limitada,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Europa,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
Sociedad Limitada,28805,Europa,CON: Construcción,Construcción,Construcción
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Santa Rosa,CON: Construcción,Construcción,Construcción
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28805,Europa,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Europa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,Local o solar vacío,Local vacío,Locales vacíos
,28806,Santa Rosa,Local o solar vacío,Local vacío,Locales vacíos
,28806,Santa Rosa,Local o solar vacío,Local vacío,Locales vacíos
,28806,Santa Rosa,Local o solar vacío,Local vacío,Locales vacíos
,28806,Santa Rosa,Local o solar vacío,Local vacío,Locales vacíos
,28806,Santa Rosa,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,EASO: Educación. Asistencia Social. Sanidad y Ocio,Educación,Educación. Asistencia Social. Sanidad y Ocio
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Anónima,28805,Resto del municipio,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,El Val,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,El Val,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Anónima,28805,Alcalá II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,CON: Construcción,Construcción,Construcción
,28805,Herle,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
